Date,Financials,Resources,Industrials,Consumer Goods
2019-02-28,-0.021239294475718866,0.08730323027663803,-0.02409378890945226,0.11895923042726435
2019-03-31,-0.04653114444356958,0.030868325159034326,-0.058844972606927205,0.014972181186912795
2019-04-30,0.04495260451587012,-0.02317453508194869,0.05725086016080728,-0.006260816107556863
2019-05-31,-0.02555804975495947,-0.05297489155299222,-0.03968221080084678,-0.021071184287121954
2019-06-30,0.011440056971169354,0.0967459219227742,-0.044401792820979,0.07682115049594711
2019-07-31,-0.06837470989945327,-0.05379216594209482,-0.03891055446082684,0.03159169740168535
2019-08-31,-0.039076803896132155,-0.008763994334931816,-0.04499343156271721,-0.021998978262566825
2019-09-30,0.02083165847972812,-0.025029836954853533,0.03633658953539359,-0.029008699474245125
2019-10-31,0.03011070925189104,0.06951827945815234,0.035018461456648144,0.027725337302060168
2019-11-30,-0.017577914161608636,-0.008911011389329385,-0.0381243345085196,-0.028344859218307504
2019-12-31,0.00491402115899645,0.06733294663473771,0.008272092444205079,-0.002309294972747709
2020-01-31,-0.05401135034308748,-0.035462157260070716,-0.06294096691479836,0.0131730474853281
2020-02-29,-0.09971683480562932,-0.12310274273016905,-0.15648786760256478,-0.07171269395605369
2020-03-31,-0.35260529729872575,-0.15095920959338285,-0.26856782815006647,-0.05000598193090303
2020-04-30,0.0823870881198522,0.20613556932553442,0.05432601722213075,0.09050287557158787
2020-05-31,-0.03320692248701935,0.053655606548516956,0.019340299997591074,-0.027404321214221886
2020-06-30,0.04046172662481879,0.08445781862581606,-0.015186098985810845,0.0483298395351903
2020-07-31,0.0036187495532884113,0.0866421994620279,-0.02703146896889801,-0.05414134878374226
2020-08-31,-0.04347858910294594,0.0018512344592099775,0.01960480853060955,0.03653984293161125
2020-09-30,0.021657105414761634,-0.045921219710914445,0.009048065336898151,0.006008970168057064
2020-10-31,-0.060529394363406486,-0.11487916871137094,-0.03224767982700882,-0.09873585427987772
2020-11-30,0.15731833065487968,0.10359173321918617,0.18546198355874657,0.19806429917669974
2020-12-31,0.07672679311291253,0.08979228354075895,0.019702016378004953,0.009801871537631403
2021-01-31,-0.027077113265106433,0.0485737335727799,0.03966170497042461,0.04457414241134402
2021-02-28,0.04676206173410884,0.10917055356805024,0.03926391798428405,0.023062697533360117
2021-03-31,0.010916047456110798,-0.011847631877911347,0.041723541281232436,-0.01317681630307391
2021-04-30,0.01886806337521523,0.029382566034629805,0.018736022554675116,-0.021486699391573102
2021-05-31,0.06794100254693249,-0.01281505225102135,0.025716064481546518,0.04018984433898067
2021-06-30,-0.021795270283433366,-0.06920278250971201,-0.0032477585126031083,0.007936502617900422
2021-07-31,-0.012921580963894013,0.11134467198416942,0.0573675873223757,0.006375644697674203
2021-08-31,0.10785342347322052,-0.06541740889596682,0.004705637539624647,0.043387270238342615
2021-09-30,0.007583883232667935,-0.13467828236674267,-0.032757486644368436,-0.017218141315269324
2021-10-31,-0.03734096278266044,0.08292618186420145,0.015632108257869405,0.010746199208542914
2021-11-30,-0.019282364137951098,0.06606876086988693,-0.019535430336495508,-0.016379615276754956
2021-12-31,0.07721669859793036,0.05204759409451911,0.053309708409884346,0.056545920351906115
2022-01-31,0.024220359749047068,0.035218290510535266,-0.027225845121835377,0.026793880300147312
2022-02-28,0.02643607311423201,0.13399869354669977,-0.0616484416277015,-0.0009982156718961223
2022-03-31,0.09812588530397816,-0.027835353304638603,-0.03981126484236586,-0.008404990616588521
2022-04-30,-0.06966642320048534,-0.05680823777217124,0.0005864696503572268,0.01999881711193014
2022-05-31,0.027498620155322444,-0.005434130299400916,-0.006011539300131597,-0.012474834614098939
2022-06-30,-0.14033974723966297,-0.18125725674027274,-0.055005947366458786,-0.04483546438831367
2022-07-31,0.04245729164349443,0.00796103830312845,0.05111705884314568,0.01232880642502527
2022-08-31,-0.027264548361350532,-0.06876165756026306,-0.03500062346710328,0.04652817285870075
2022-09-30,-0.0727447364179155,-0.0010306112640385981,-0.058918509530577486,-0.06635298927589107
2022-10-31,0.11187331531975693,0.04200327491019072,0.09107555852925939,0.07965815075365903
2022-11-30,0.047206252504829405,0.15391512108684952,0.02482779733321966,0.014687341080180478
2022-12-31,-0.05128183186288657,-0.03492704947021489,-0.06304880172335732,-0.036337810601983093
2023-01-31,0.03853538385104145,0.06625414209588477,0.08050003262066457,0.026146592337506287
2023-02-28,0.02309222888293417,-0.13609544507726395,0.004166102719817161,0.03004507731382316
2023-03-31,-0.0710014441824034,0.007857741761287824,-0.04447234410210065,-0.03662171287615853
2023-04-30,0.015296764710730937,0.03975760530826259,0.013468783969739119,0.02970686114688958
2023-05-31,-0.08088567644211507,-0.019195453174111934,-0.008799255510236345,-0.09701435938864436
2023-06-30,0.09539608525342613,-0.08331775718141515,0.017610904431215074,0.04141189129370366
2023-07-31,0.06794372422173009,0.0330137176083549,0.054663399862961065,0.023799926147046138
2023-08-31,-0.015389716851242382,-0.10204714517475315,0.015377058053025264,0.017056951264130486
2023-09-30,-0.0494410381121966,-0.0023991655056970125,-0.007775817289568524,-0.03992311411272862
2023-10-31,-0.03156274959277241,-0.0362738772534015,-0.037085679267617834,-0.026605051642008715
2023-11-30,0.07929970639994494,0.06654435158885535,0.024723813543260406,0.07074858184539239
2023-12-31,0.053912712347767316,-0.0033571217554993183,0.06709670101726126,0.016247070165833058
2024-01-31,-0.022894696331118628,-0.06279047126707722,-0.04701764964178269,0.006526617026591863
2024-02-29,-0.009460575754786538,-0.07132748544133888,-0.008770091898623619,-0.009980432527688371
2024-03-31,-0.0359760483547627,0.11263413185275908,-0.01344652182534398,-0.004822499406087377
2024-04-30,0.0030425531266470188,0.06017098277389535,0.054650203761088645,-0.020704463714512646
2024-05-31,-0.0029703634907950337,0.006164577911803351,0.02035778827296956,0.005130128856653743
2024-06-30,0.12308706450743893,-0.035865761137121505,0.04755986243211064,0.03894375261387821
2024-07-31,0.05088680094736099,0.05247045489158509,0.015659140034365537,0.06905320811935844
2024-08-31,0.053503016644816256,-0.10997809387495393,0.02538705535091423,0.019661307019337878
2024-09-30,0.01790641956087628,0.03270513371451661,-0.007221743893008107,-0.0017186525815506535
2024-10-31,-0.01692342427202324,0.027744240184389316,-0.06217652479144153,-0.0304860841095633
2024-11-30,0.005007536957050711,-0.07130730478521016,-0.010520239532962453,0.040216563981908024
2024-12-31,-0.01230729533894891,-0.05733230764983991,0.011153348018433666,-0.008440187367413912
2025-01-31,-0.028407793677691907,0.15333057979593076,-0.02826819312165762,0.014904962560379792
2025-02-28,0.007739172744401123,-0.07063316679920245,-0.03895285269522659,-0.017369757063051605
2025-03-31,-0.0006686113846670589,0.16734735177193782,-0.029250188151565125,-0.0021627425197378422
2025-04-30,0.02600714579563593,0.018414857755669523,0.014853338217669721,0.06254561075632498
2025-05-31,0.02198014375176786,0.0256496559879089,0.023448913128519815,0.024192831168745245
2025-06-30,0.00852358343661739,0.04309654718015207,-0.013458624864169036,-0.02022018650049148
2025-07-31,0.016636390945078076,0.04850630760274443,-0.038573055590894606,0.006309879024840149
2025-08-31,0.009035512045266867,0.10222467416519473,0.006629716515903966,0.014231826852011225
2025-09-30,-0.027801633107503335,0.2296024966281708,-0.07246677862931085,-0.045369249006176664
2025-10-31,0.0696712654134322,-0.05078900397305298,-0.003993232663802561,0.019543439174108446
2025-11-30,0.024895836202882587,0.09104257878067731,0.02189732491438398,0.010927550898379634
2025-12-31,0.061017443242853554,0.05569080393966646,0.04295774625555585,-0.010925449766879878
2026-01-31,0.026574733807824092,0.11935337224120478,-0.008395982753205624,-0.0002887045108390586
2026-02-28,0.06904263725635719,0.12592626117157588,0.06241595765120488,0.018753942199200412
2026-03-31,-0.11034096183943914,-0.1876044508888678,-0.0786380429426006,-0.03172383633010217
2026-04-30,0.03279765343697209,0.052240193065027335,0.025755421716772465,-0.0032988561445188957
