Date,Close,High,Low,Open,Volume
2022-11-16,72607.4609375,73487.9609375,72607.4609375,72998.6875,0
2022-11-17,72155.2890625,72774.46875,71834.640625,72607.4609375,0
2022-11-18,72576.859375,72929.328125,72155.2890625,72155.2890625,0
2022-11-21,71938.0078125,72576.859375,71686.03125,72576.859375,0
2022-11-22,72242.328125,72436.9765625,71359.5078125,71938.0078125,0
2022-11-23,72891.453125,73028.7890625,72242.328125,72242.328125,0
2022-11-24,73127.34375,73426.4765625,72741.3203125,72891.453125,0
2022-11-25,73151.3828125,73446.34375,72484.328125,73127.34375,0
2022-11-28,73368.25,73524.46875,72539.96875,73151.3828125,0
2022-11-29,73127.921875,74207.78125,72811.671875,73368.25,0
2022-11-30,74828.0,75093.640625,73070.8125,73127.921875,0
2022-12-01,75020.0078125,76338.1484375,74828.0,74828.0,0
2022-12-02,74322.90625,75020.0078125,73356.9296875,75020.0078125,0
2022-12-05,74693.421875,75511.3984375,74322.90625,74322.90625,0
2022-12-06,74557.3125,74961.03125,74215.4375,74693.421875,0
2022-12-07,74011.1171875,74557.3125,73619.90625,74557.3125,0
2022-12-08,74467.2578125,74628.1328125,73947.2265625,74011.1171875,0
2022-12-09,74548.140625,75035.65625,74448.8515625,74467.2578125,0
2022-12-12,74422.1796875,74773.296875,73554.2421875,74548.140625,0
2022-12-13,75835.453125,76172.90625,74315.5625,74422.1796875,0
2022-12-14,74294.671875,75835.453125,74049.25,75835.453125,0
2022-12-15,72989.34375,74294.671875,72785.8515625,74294.671875,0
2022-12-19,73359.6015625,73588.609375,72572.0,72989.34375,0
2022-12-20,73040.5078125,73359.6015625,71826.46875,73359.6015625,0
2022-12-21,73836.90625,73836.90625,72938.7734375,73040.5078125,0
2022-12-22,73225.1328125,74100.1015625,73048.890625,73836.90625,0
2022-12-23,73493.46875,73577.0625,72877.34375,73225.1328125,0
2022-12-28,74277.5625,74548.890625,73493.46875,73493.46875,0
2022-12-29,73597.140625,74277.5625,72841.34375,74277.5625,0
2022-12-30,73048.5703125,73597.140625,72888.2109375,73597.140625,0
2023-01-03,74436.4765625,74612.671875,73048.5703125,73048.5703125,0
2023-01-04,74567.609375,74987.2734375,74249.0390625,74436.4765625,0
2023-01-05,75439.296875,76041.390625,74567.609375,74567.609375,0
2023-01-06,76858.9375,77069.21875,75439.296875,75439.296875,0
2023-01-09,78342.703125,78624.203125,76858.9375,76858.9375,0
2023-01-10,78000.3125,78342.703125,77597.3515625,78342.703125,0
2023-01-11,78522.1015625,78927.9609375,78000.3125,78000.3125,0
2023-01-12,78627.546875,79313.5703125,78044.25,78522.1015625,0
2023-01-13,79333.71875,79527.328125,78627.546875,78627.546875,0
2023-01-16,79167.796875,79760.3203125,79040.1796875,79333.71875,0
2023-01-17,79385.109375,79483.6328125,78886.59375,79167.796875,0
2023-01-18,79865.4765625,79981.75,78952.9765625,79385.109375,0
2023-01-19,79505.0625,79866.90625,78947.5234375,79865.4765625,0
2023-01-20,79269.7734375,80226.2578125,79002.859375,79505.0625,0
2023-01-23,80128.6328125,80358.84375,79269.7734375,79269.7734375,0
2023-01-24,80037.0078125,80647.7734375,79882.953125,80128.6328125,0
2023-01-25,79725.4609375,80471.828125,79447.46875,80037.0078125,0
2023-01-26,80508.96875,80904.7890625,79725.4609375,79725.4609375,0
2023-01-27,80791.359375,81337.953125,80508.96875,80508.96875,0
2023-01-30,80324.859375,80791.359375,79702.96875,80791.359375,0
2023-01-31,79476.6015625,80324.859375,79252.140625,80324.859375,0
2023-02-01,79816.8671875,80474.0390625,79476.6015625,79476.6015625,0
2023-02-02,79802.09375,80273.3125,79501.8984375,79816.8671875,0
2023-02-03,80240.921875,80303.4296875,79389.25,79802.09375,0
2023-02-06,79582.828125,80240.921875,79267.609375,80240.921875,0
2023-02-07,79534.21875,79713.7890625,79178.84375,79582.828125,0
2023-02-08,79975.59375,80038.5234375,79534.21875,79534.21875,0
2023-02-09,80021.09375,80400.03125,79975.59375,79975.59375,0
2023-02-10,78985.3515625,80021.09375,78730.1796875,80021.09375,0
2023-02-13,79770.2109375,79770.2109375,78859.859375,78985.3515625,0
2023-02-14,79858.0234375,80205.90625,79494.0703125,79770.2109375,0
2023-02-15,79471.7578125,80265.109375,79275.5078125,79858.0234375,0
2023-02-16,80227.1875,80530.609375,79471.7578125,79471.7578125,0
2023-02-17,79271.78125,80227.1875,79175.1171875,80227.1875,0
2023-02-20,79829.390625,79938.421875,79271.78125,79271.78125,0
2023-02-21,78811.046875,79829.390625,78613.09375,79829.390625,0
2023-02-22,78170.140625,79028.1015625,78014.9609375,78811.046875,0
2023-02-23,79010.828125,79217.7421875,78141.2890625,78170.140625,0
2023-02-24,76937.7734375,79010.828125,76831.40625,79010.828125,0
2023-02-27,77513.78125,77702.9375,76725.5078125,76937.7734375,0
2023-02-28,77733.8671875,78056.2109375,77028.6015625,77513.78125,0
2023-03-01,78631.453125,78994.1796875,77733.8671875,77733.8671875,0
2023-03-02,77547.0078125,78879.453125,77158.1484375,78631.453125,0
2023-03-03,78293.0078125,78509.8125,77547.0078125,77547.0078125,0
2023-03-06,78697.828125,78747.828125,78269.546875,78293.0078125,0
2023-03-07,78556.5390625,78936.8984375,78436.1328125,78697.828125,0
2023-03-08,77741.828125,78556.5390625,77310.859375,78556.5390625,0
2023-03-09,77664.046875,77785.5078125,76914.546875,77741.828125,0
2023-03-10,76454.359375,77664.046875,75763.6171875,77664.046875,0
2023-03-13,75502.28125,77299.3203125,74631.1015625,76454.359375,0
2023-03-14,75008.6796875,75502.28125,74250.0390625,75502.28125,0
2023-03-15,72895.5390625,75268.7421875,72534.7734375,75008.6796875,0
2023-03-16,72905.5,73670.03125,72269.1796875,72895.5390625,0
2023-03-17,72527.921875,74069.140625,72519.1875,72905.5,0
2023-03-20,74271.0625,74298.3671875,71905.796875,72527.921875,0
2023-03-22,75243.4375,75243.4375,74271.0625,74271.0625,0
2023-03-23,75585.2265625,75658.4921875,75001.9921875,75243.4375,0
2023-03-24,74695.0390625,75585.2265625,74047.1484375,75585.2265625,0
2023-03-27,75283.6796875,75542.5234375,74695.0390625,74695.0390625,0
2023-03-28,76047.34375,76437.03125,75283.6796875,75283.6796875,0
2023-03-29,76480.109375,76676.28125,75879.0390625,76047.34375,0
2023-03-30,76704.6328125,77313.078125,76424.59375,76480.109375,0
2023-03-31,76100.171875,77072.828125,76057.4921875,76704.6328125,0
2023-04-03,76614.9609375,76843.9765625,76100.171875,76100.171875,0
2023-04-04,77458.578125,77458.578125,76439.2421875,76614.9609375,0
2023-04-05,76656.421875,77458.578125,76608.140625,77458.578125,0
2023-04-06,77113.703125,77337.671875,76656.421875,76656.421875,0
2023-04-11,77990.5390625,78434.6328125,77113.703125,77113.703125,0
2023-04-12,77740.6875,78377.2265625,77646.46875,77990.5390625,0
2023-04-13,78462.7734375,78566.7890625,77740.6875,77740.6875,0
2023-04-14,78870.359375,79203.5078125,78462.7734375,78462.7734375,0
2023-04-17,78723.703125,79155.2109375,78596.4296875,78870.359375,0
2023-04-18,79294.7578125,79455.7109375,78723.703125,78723.703125,0
